age,employment-type,education-num,occupation,race,sex,weekly-hours,compensation
58,2,9,3,4,1,80,0
23,1,10,0,4,0,40,0
28,0,10,0,4,0,50,0
49,0,10,2,4,1,46,0
51,1,9,6,4,0,40,0
23,1,9,1,4,1,53,0
40,2,9,2,2,1,50,0
59,1,9,6,1,1,40,0
47,1,13,1,4,0,50,0
37,1,9,12,4,1,50,0
39,1,12,2,4,1,40,0
43,1,10,1,4,1,60,0
40,1,11,3,4,1,60,0
48,1,6,12,4,1,40,1
29,1,5,10,4,0,48,0
48,1,10,10,4,1,50,1
37,1,13,3,4,1,30,0
19,1,9,10,4,1,48,0
28,1,6,6,2,0,30,0
56,1,3,1,2,1,40,0
45,1,9,12,4,1,60,0
60,0,10,9,4,1,40,0
53,0,14,2,4,1,42,1
37,0,9,0,4,1,40,0
31,1,9,6,4,1,40,0
29,1,11,3,4,1,44,1
39,1,9,12,2,1,40,0
31,0,13,8,4,1,40,1
42,1,13,2,4,1,45,1
17,1,7,4,4,0,16,0
19,1,9,6,4,0,20,0
24,1,13,6,1,1,32,0
62,1,9,3,4,1,40,1
34,1,2,6,4,0,40,0
47,2,14,2,4,1,55,1
58,1,13,8,4,0,62,0
23,1,11,8,4,0,36,0
33,1,9,6,2,0,40,0
76,1,9,0,4,1,6,0
40,1,9,2,4,0,50,0
28,1,4,6,4,0,50,0
41,1,10,11,4,0,40,0
46,0,9,9,4,1,96,1
22,0,10,0,4,0,40,0
29,1,11,4,4,1,40,0
26,1,9,6,4,1,40,0
31,1,13,0,4,1,40,1
22,1,9,6,4,0,25,0
41,1,10,12,2,1,43,0
29,1,9,12,3,1,40,0
60,1,11,11,4,1,40,1
72,0,9,0,4,1,40,1
41,2,10,3,4,1,65,0
19,1,10,6,4,0,25,0
25,1,13,6,4,1,40,0
24,1,13,2,4,1,45,0
59,1,5,6,4,1,30,0
17,1,7,1,4,1,30,0
25,1,10,10,4,1,43,0
29,1,9,6,4,0,40,0
43,1,9,1,4,1,55,0
29,0,10,6,4,0,10,0
29,0,10,0,2,1,40,0
32,0,10,9,4,1,40,1
50,2,9,2,4,1,45,1
43,1,10,2,4,1,50,0
41,1,9,5,4,0,40,0
32,1,13,2,4,0,40,1
54,0,14,8,4,0,45,1
65,1,9,2,4,1,40,1
70,2,10,2,4,1,40,1
53,1,14,2,4,1,55,1
37,1,13,2,4,1,60,1
21,1,10,12,4,1,30,0
20,1,9,5,4,1,40,0
47,0,9,0,4,1,38,0
26,1,9,2,4,1,45,0
31,1,15,8,4,1,50,0
45,2,10,12,4,1,40,0
35,1,9,0,4,0,40,0
55,1,13,2,4,1,45,1
49,1,14,8,4,1,50,1
33,2,9,6,1,1,40,0
30,0,15,2,4,1,55,0
19,1,10,6,4,1,15,0
48,2,13,2,4,1,60,1
41,1,10,1,4,1,40,1
29,1,13,11,4,1,35,1
47,0,14,8,4,1,48,1
53,0,14,2,2,1,40,1
19,1,10,0,4,0,10,0
71,1,9,6,4,0,16,0
29,1,10,10,4,0,25,0
43,0,10,6,4,1,40,0
23,1,13,2,4,0,30,0
52,1,10,0,4,0,40,0
56,1,13,10,4,1,40,1
28,1,6,1,4,1,40,0
44,2,13,8,4,1,80,0
37,0,13,8,4,0,40,0
30,1,11,2,4,1,50,1
31,0,9,1,4,1,40,0
20,1,10,10,4,0,25,0
64,1,9,10,4,1,65,1
45,1,9,6,4,1,40,0
40,1,10,2,4,1,50,1
19,1,9,4,4,1,52,0
54,1,13,2,4,1,45,1
61,2,16,2,1,1,40,1
18,1,7,6,4,0,20,0
33,1,11,1,4,1,40,0
51,1,9,6,2,0,37,0
54,1,9,1,4,1,40,0
24,1,10,9,4,1,24,0
54,1,10,2,4,0,40,0
42,1,13,2,4,1,45,1
51,0,14,10,4,1,50,1
41,1,10,0,2,0,40,1
47,0,12,2,4,1,40,0
31,0,10,0,4,0,40,0
21,1,11,1,2,1,40,0
52,1,10,2,4,0,40,0
20,1,10,8,4,0,15,0
18,1,9,10,4,0,25,0
58,1,9,7,1,0,60,0
23,1,9,0,4,0,40,0
21,1,10,10,4,0,20,0
43,0,11,9,4,1,40,0
53,1,9,5,4,1,40,0
18,1,9,2,4,0,40,0
44,1,13,2,4,1,40,1
31,1,13,8,4,1,50,0
48,1,2,6,4,1,40,0
55,2,14,8,4,0,35,0
24,1,10,0,2,0,20,0
41,0,14,8,4,1,40,1
35,1,9,1,4,1,40,1
47,0,11,0,4,0,40,0
54,1,10,10,4,1,32,0
40,1,13,10,4,1,40,0
56,2,10,10,4,0,48,0
23,1,11,11,4,1,40,0
34,2,9,1,4,1,60,0
27,0,9,1,2,1,40,0
32,1,13,8,4,1,40,1
72,2,10,3,4,1,74,0
43,0,8,12,4,1,40,0
32,1,12,8,2,0,35,0
53,1,10,0,4,1,40,0
18,1,8,6,4,1,10,0
38,1,6,12,2,1,40,0
41,0,11,0,2,0,40,0
29,1,9,1,4,1,45,0
46,2,13,2,4,0,50,0
47,1,10,0,4,0,40,0
56,0,10,0,4,0,15,0
28,1,9,1,2,1,40,0
55,0,15,8,4,1,40,1
50,0,13,8,4,1,40,0
47,1,7,0,4,0,40,0
42,2,9,2,4,1,40,0
22,1,10,5,4,1,25,0
42,1,3,6,4,1,44,0
42,0,10,2,1,0,40,0
46,1,9,2,4,0,40,0
45,1,10,10,2,1,99,1
55,1,9,2,1,1,55,0
57,1,13,9,4,1,40,1
25,1,8,1,4,1,40,0
43,1,9,12,4,1,30,0
34,2,13,3,4,1,60,0
27,0,13,8,4,0,40,0
25,1,9,5,4,0,40,0
37,1,10,2,4,0,40,0
48,1,10,10,4,1,45,0
38,1,9,6,4,1,45,0
17,1,6,1,4,1,30,0
70,1,11,5,4,1,50,1
37,1,9,0,4,0,37,0
45,1,9,1,4,1,46,0
56,1,9,10,4,1,55,1
64,1,9,5,4,1,40,0
35,0,10,0,4,0,38,0
23,1,9,10,4,1,40,0
42,0,9,9,4,1,90,0
23,1,10,4,4,1,30,0
56,0,9,12,4,1,40,1
41,1,13,8,4,1,40,1
47,2,3,10,4,1,50,0
21,1,10,4,4,1,40,0
29,1,9,1,2,1,40,0
32,0,10,3,4,1,50,0
72,1,5,6,2,0,20,0
69,2,15,8,4,1,40,1
19,1,10,0,4,1,25,0
25,0,13,1,4,1,25,0
56,1,10,10,4,1,50,1
42,1,14,8,4,0,50,1
58,1,13,2,4,0,35,0
24,1,13,11,4,1,40,0
41,1,11,11,4,0,38,1
40,1,6,2,4,1,40,1
37,1,9,6,4,1,45,0
25,1,12,0,4,0,40,0
43,2,13,10,1,0,40,1
36,1,9,1,4,1,40,0
41,1,9,5,4,1,40,0
31,1,13,8,4,0,40,0
22,1,9,2,4,0,40,0
36,1,11,1,4,1,40,0
42,1,6,5,4,1,40,0
29,1,9,1,4,1,60,0
25,1,9,0,4,0,46,0
23,1,13,2,4,1,40,0
34,1,9,10,2,0,20,0
27,1,9,0,4,1,45,0
32,1,13,10,2,1,50,1
33,1,10,8,4,1,40,0
38,1,13,2,4,0,55,0
21,1,10,5,4,1,30,0
39,1,11,1,4,1,40,0
50,1,13,2,4,1,40,1
32,1,10,0,4,1,30,0
40,0,9,2,4,1,40,1
58,0,10,2,4,1,40,1
20,1,9,0,4,0,20,0
56,1,13,0,4,1,50,0
30,0,13,9,4,1,40,0
39,1,10,2,4,0,39,0
25,1,12,8,4,1,50,1
33,1,9,5,4,1,40,1
41,0,13,8,4,1,40,0
50,1,10,1,4,1,40,0
44,1,10,12,4,1,40,0
27,1,13,2,4,1,40,0
27,1,13,8,1,1,40,1
58,1,3,5,4,1,40,0
25,1,10,11,4,1,15,0
31,1,9,5,0,0,40,0
39,1,9,2,4,1,50,1
55,1,11,1,4,1,40,1
22,1,11,6,4,0,12,0
44,1,12,2,4,1,40,0
44,1,8,12,4,0,40,0
61,1,4,3,4,1,54,0
32,1,11,5,4,1,40,0
35,1,13,2,4,1,45,1
28,1,10,1,4,1,40,0
57,1,13,2,1,1,40,1
32,1,16,8,4,1,65,1
46,0,4,6,2,0,40,0
26,2,9,6,4,0,20,0
43,2,9,1,4,1,40,0
62,0,9,6,4,0,35,0
60,0,14,8,1,1,38,1
67,1,9,10,4,0,20,0
19,1,9,10,2,0,30,0
48,1,6,1,4,1,65,1
19,0,9,0,4,0,20,0
19,1,10,6,4,0,30,0
43,1,9,2,4,0,40,0
31,1,16,8,4,0,90,0
65,1,10,2,4,0,45,0
32,1,9,5,4,0,40,0
36,0,14,8,4,1,40,1
41,1,9,5,4,1,40,0
33,0,10,9,4,1,40,0
34,1,13,10,4,1,50,1
27,1,10,1,4,1,45,0
75,2,7,2,4,1,50,0
51,1,9,1,4,1,40,1
47,1,9,3,4,1,40,0
31,1,10,8,4,1,40,0
40,1,14,2,4,0,40,1
48,1,9,10,4,0,30,0
36,0,13,9,2,1,40,0
18,1,9,6,4,1,20,0
33,1,9,2,4,0,40,0
34,1,14,10,4,1,40,0
51,1,10,1,4,1,48,1
39,0,12,8,4,0,40,0
20,1,9,6,4,1,35,0
67,0,10,0,2,0,20,0
42,1,11,0,4,0,60,0
59,1,7,5,4,1,40,0
31,0,9,9,2,1,40,0
19,1,10,6,2,0,30,0
47,1,10,2,4,0,48,0
68,1,4,6,4,1,30,0
30,1,10,4,4,1,40,0
34,1,9,4,4,1,60,0
49,1,4,5,4,1,40,0
38,1,10,1,4,1,40,1
60,1,10,10,4,1,40,1
51,1,10,10,4,1,40,1
24,1,13,0,4,1,40,0
18,1,10,4,2,0,35,0
24,1,13,2,4,0,40,0
21,1,3,6,4,1,40,0
48,0,9,11,4,0,40,1
52,0,5,6,4,0,40,0
48,1,9,4,4,1,40,0
40,0,13,8,4,1,66,1
20,1,10,11,4,0,20,0
31,1,9,10,4,0,25,0
30,1,10,2,4,1,50,0
30,1,9,1,4,1,40,0
51,1,9,4,4,0,40,0
29,1,11,2,4,0,40,0
56,2,14,10,4,1,16,0
46,1,13,11,4,0,40,0
41,1,10,8,4,0,40,0
29,1,3,6,4,0,40,0
48,2,9,2,1,1,30,0
34,2,9,10,4,0,50,0
42,2,11,2,4,1,50,0
25,1,9,6,4,0,30,0
47,1,7,6,2,0,40,0
23,1,9,10,4,1,40,0
43,0,11,12,4,1,22,0
19,0,10,6,2,0,35,0
22,1,9,4,4,1,40,0
40,0,13,8,4,0,70,0
41,2,11,1,4,1,40,0
71,2,13,2,4,1,60,1
42,1,9,0,4,1,45,0
31,0,13,0,4,1,47,0
58,2,9,3,4,1,70,0
36,1,7,6,2,0,12,0
31,1,9,12,4,1,65,0
41,1,9,0,4,0,40,0
35,1,10,1,4,1,40,0
28,1,13,8,4,0,15,0
27,1,8,3,4,1,55,0
17,1,7,4,4,1,40,0
35,2,9,10,4,1,50,1
45,2,10,6,4,0,99,0
44,1,13,0,4,0,40,0
27,1,11,6,1,0,40,0
51,1,5,1,4,1,40,0
49,1,9,6,4,0,45,0
64,2,6,8,4,1,10,1
54,2,4,12,4,1,45,0
43,1,9,1,3,1,40,0
32,1,9,1,4,1,35,0
36,1,12,10,2,1,43,1
26,2,9,10,1,1,50,1
37,1,13,2,4,1,50,1
38,1,12,0,4,0,40,0
26,1,8,1,4,1,40,0
50,1,13,1,4,1,50,1
47,1,10,1,4,1,40,1
42,1,9,5,4,0,40,0
66,0,9,12,2,0,40,0
43,1,9,0,2,0,32,0
37,1,13,8,4,1,45,1
37,1,6,2,4,0,35,0
25,1,10,11,4,0,40,0
29,1,13,1,4,1,50,1
50,2,12,5,4,1,40,1
42,0,14,8,4,1,70,0
32,1,9,1,4,1,40,0
42,0,10,9,4,1,40,1
41,2,9,2,4,1,50,0
25,1,13,10,4,1,40,0
65,2,9,10,4,1,50,0
32,1,10,5,4,1,50,0
32,1,9,1,4,1,10,0
24,1,10,1,4,1,60,0
51,0,9,2,4,0,40,0
28,1,7,6,4,0,35,0
32,2,10,2,4,1,55,1
77,1,15,2,4,1,40,0
47,1,9,0,4,0,20,0
26,1,9,4,4,1,40,0
20,1,10,4,4,1,20,0
57,0,10,8,2,1,35,1
40,1,16,8,4,1,45,0
50,1,14,10,4,1,40,1
19,1,4,4,4,1,45,0
54,0,8,0,4,1,40,0
51,0,10,9,4,1,40,1
51,0,13,0,4,1,50,1
38,0,10,9,4,1,40,1
17,1,8,10,4,0,20,0
32,1,13,2,4,1,40,0
29,1,10,1,4,1,45,0
42,1,10,10,4,1,40,0
40,1,9,2,4,0,40,0
27,1,10,1,4,1,40,0
22,0,13,8,4,0,20,0
58,1,7,6,4,0,40,0
61,1,13,10,4,1,45,1
42,1,13,1,2,0,35,1
49,1,14,9,1,1,40,0
41,2,13,2,4,1,40,0
43,1,9,5,2,0,40,0
46,1,13,10,4,1,40,1
28,1,9,12,4,1,45,1
39,2,10,10,4,1,50,1
50,0,10,1,4,1,40,1
57,1,10,0,4,1,40,0
47,1,9,6,4,0,38,0
79,2,9,3,4,1,40,0
40,1,9,7,4,0,45,0
35,0,13,8,1,1,40,0
35,0,13,2,4,1,80,0
30,1,13,6,4,1,60,1
26,1,6,3,2,1,40,0
49,1,9,12,2,0,40,0
48,1,9,1,4,1,40,0
22,1,10,6,4,1,45,0
22,1,7,6,4,0,30,0
50,1,6,0,2,0,47,0
47,2,9,3,4,1,60,0
36,1,9,12,4,1,50,0
44,1,12,1,4,1,40,1
73,1,5,6,4,0,9,0
34,1,13,8,4,1,40,1
37,1,10,1,1,1,40,0
46,1,10,0,4,0,40,1
29,1,3,3,4,1,40,0
24,1,11,1,4,1,40,0
29,0,10,8,4,1,35,0
18,1,8,0,4,0,20,0
41,1,13,2,2,0,90,1
59,1,9,1,4,1,40,1
27,1,3,3,4,1,50,0
50,1,12,1,4,1,45,0
25,1,2,5,4,1,24,0
42,1,13,2,4,0,45,0
36,1,10,1,4,1,40,0
62,1,10,0,4,1,60,1
71,1,11,0,4,0,40,0
38,1,13,2,4,1,55,1
44,1,9,0,2,0,40,0
49,2,10,3,4,1,60,0
60,2,13,8,4,1,40,1
28,2,9,2,4,1,40,0
26,1,13,10,4,0,55,0
18,1,7,4,4,1,12,0
43,1,11,1,4,1,50,1
65,0,8,2,4,1,44,0
23,1,6,1,4,1,44,0
21,1,10,6,4,0,35,0
20,2,9,3,4,1,40,0
19,1,10,10,1,0,18,0
77,1,9,0,4,0,32,0
32,1,11,11,4,1,40,0
37,0,10,12,4,1,30,0
29,2,9,12,4,1,45,0
59,1,16,8,4,1,45,1
22,1,10,1,4,1,40,0
31,1,9,1,4,1,48,1
59,2,9,10,4,1,60,0
29,0,10,6,4,0,40,1
56,1,9,1,4,1,50,1
19,1,10,0,4,0,20,0
37,1,9,3,4,1,40,0
58,0,14,2,4,1,40,1
41,1,14,2,4,1,40,1
29,1,9,10,4,1,38,0
38,2,9,2,4,1,50,0
36,1,14,8,4,1,50,1
19,1,10,1,4,1,40,0
46,1,9,2,4,0,28,1
42,1,14,8,4,0,45,1
29,1,10,10,4,0,40,0
42,1,13,8,4,1,40,1
29,1,12,0,4,1,40,0
47,1,14,8,4,0,40,0
37,1,7,1,4,1,40,1
39,1,9,3,4,1,45,0
46,1,13,10,2,0,35,1
28,1,12,12,4,1,40,0
36,1,10,3,4,1,56,1
39,1,9,0,4,0,40,0
44,1,10,8,4,1,40,0
60,0,9,6,4,1,40,0
35,1,13,2,4,0,50,1
59,1,13,1,2,1,48,1
21,1,10,10,4,0,60,0
22,1,12,8,4,0,16,0
31,1,10,2,4,1,50,1
40,1,13,2,4,1,50,1
33,1,9,10,4,1,45,1
41,0,14,8,4,1,60,0
31,2,12,6,4,0,35,1
62,1,11,6,4,1,40,0
43,1,9,8,4,0,35,0
28,0,13,8,2,0,60,0
43,1,6,5,2,1,40,1
55,2,14,10,4,1,55,1
42,1,9,6,4,0,25,0
23,1,13,8,4,0,40,0
55,0,10,0,4,1,40,1
44,2,13,2,4,1,45,1
19,1,7,10,3,0,32,0
23,1,9,5,4,1,40,0
41,1,9,1,4,0,50,0
51,1,9,4,4,0,40,0
49,1,9,12,4,1,90,0
29,0,14,8,1,0,20,0
25,1,10,8,4,1,40,1
44,2,15,8,4,1,50,1
17,1,7,4,4,1,30,0
42,2,14,2,4,1,40,1
21,1,7,11,4,0,35,0
26,1,10,12,4,1,40,0
24,1,10,8,4,1,40,0
30,1,13,2,4,1,42,1
19,1,9,4,4,1,28,0
65,0,4,6,4,0,24,0
52,2,10,11,4,1,60,1
17,1,6,4,4,1,20,0
27,1,9,6,4,1,22,0
53,1,15,8,4,0,40,0
24,1,13,10,4,0,40,0
37,1,10,1,4,1,40,1
34,1,11,0,4,0,18,0
40,0,12,2,4,1,50,1
49,0,9,1,4,1,40,1
86,1,14,0,4,0,40,0
49,1,11,8,4,0,60,1
43,2,7,4,4,1,60,0
47,1,10,2,4,0,35,0
32,1,9,12,4,1,50,1
30,2,11,3,4,1,60,0
25,0,9,1,4,1,40,0
42,1,13,10,4,1,40,1
60,1,10,1,4,1,65,0
46,1,10,1,4,1,38,1
39,0,10,9,4,1,40,1
28,1,12,11,4,1,70,1
26,1,6,1,4,1,55,0
27,1,10,0,4,0,40,0
59,1,10,8,4,1,40,0
64,0,9,3,4,1,40,0
90,2,9,2,4,1,12,0
51,1,10,10,4,0,45,1
36,1,9,12,4,1,40,0
39,1,4,5,3,0,40,0
47,2,14,8,4,1,40,1
32,1,14,2,4,1,60,1
24,1,12,0,4,0,40,0
23,1,9,10,4,1,30,0
62,1,9,6,4,1,20,0
35,2,13,1,4,1,65,0
27,1,13,8,1,1,40,0
49,1,10,5,4,0,35,0
18,1,6,10,4,1,20,0
19,1,10,6,4,0,30,0
63,2,12,10,4,1,40,1
54,1,9,6,2,0,40,0
24,1,10,8,4,0,40,1
61,1,6,12,4,1,50,1
50,2,9,10,4,1,48,1
36,1,13,10,4,1,40,1
21,1,10,0,4,1,50,0
38,2,15,8,4,1,50,1
30,1,10,2,4,1,40,0
22,1,9,1,4,1,40,0
33,1,10,0,1,0,52,0
39,0,9,5,4,1,38,1
42,1,9,1,4,1,50,1
42,0,13,12,4,1,33,0
29,1,13,2,4,1,40,0
35,1,13,10,4,1,55,0
23,1,10,6,4,0,30,0
28,1,10,1,0,1,60,0
34,1,9,0,4,0,40,0
40,1,10,0,2,0,40,0
67,2,9,6,4,0,30,0
49,1,9,6,4,1,40,0
34,1,9,0,4,0,40,0
26,1,13,2,4,1,35,0
25,1,9,5,4,1,40,0
40,1,10,2,4,0,30,0
56,2,9,3,4,1,40,0
35,2,12,10,4,1,45,1
54,1,9,1,4,1,40,0
25,1,13,2,4,0,40,0
28,1,13,10,4,1,40,0
31,1,13,2,4,1,40,0
45,1,9,0,4,0,40,0
52,0,9,1,4,1,40,0
39,2,14,8,4,0,50,0
19,1,9,10,4,1,40,0
23,1,8,0,4,1,40,0
23,1,4,1,4,1,40,0
52,1,11,8,4,1,40,1
33,2,15,8,4,1,60,1
35,1,13,4,1,0,50,0
58,1,9,1,4,1,40,0
61,1,9,1,4,1,45,1
39,1,13,2,4,1,70,1
38,1,7,1,4,1,40,0
59,1,9,2,4,1,40,1
41,1,13,2,4,1,50,1
19,1,7,12,4,1,10,0
22,1,10,4,4,1,20,0
59,1,12,2,4,0,40,0
37,1,9,1,4,1,45,1
31,1,8,1,4,1,43,0
18,1,7,4,4,1,40,0
20,1,10,10,4,0,35,0
28,1,9,12,4,1,60,0
28,1,10,6,4,0,30,0
49,1,13,2,4,1,40,0
38,0,9,9,4,1,40,1
19,1,9,10,4,1,20,0
43,1,13,2,4,1,40,1
28,1,9,2,2,1,40,1
41,1,10,0,2,0,24,0
50,1,14,2,4,1,65,1
46,1,13,0,4,1,40,0
20,1,10,3,4,1,40,0
45,1,13,2,4,1,60,1
28,1,10,2,4,0,50,0
37,1,10,6,4,0,40,0
46,2,16,8,4,1,50,1
66,1,9,4,4,1,40,0
38,1,13,0,4,0,50,1
25,1,7,4,4,1,45,0
55,0,15,2,4,1,40,1
48,0,4,12,4,1,40,0
56,1,10,1,4,0,38,0
47,2,14,2,4,1,45,0
55,2,13,2,4,1,40,1
41,0,12,9,4,1,40,0
47,1,10,10,4,1,65,1
40,1,9,2,0,1,43,0
41,1,13,10,4,1,40,0
21,1,10,10,3,0,20,0
52,1,9,10,4,1,40,0
62,1,16,8,4,1,50,1
46,1,7,4,4,1,45,1
35,2,13,8,4,1,40,0
29,1,9,0,4,0,40,0
21,1,6,6,4,1,40,0
35,1,9,1,4,1,50,0
46,1,13,10,4,1,50,1
35,1,16,8,1,1,40,1
34,1,10,1,4,1,60,0
21,1,11,5,4,1,30,0
29,1,9,3,4,1,60,0
41,2,14,2,4,1,60,1
51,2,9,10,4,1,40,0
22,1,9,0,4,0,40,0
47,1,13,2,4,1,40,0
42,2,15,8,4,1,65,1
19,1,9,6,4,0,40,0
46,1,13,12,4,1,40,1
23,1,10,4,2,1,40,0
49,1,9,1,2,1,40,0
58,2,13,8,4,0,40,0
41,0,13,0,4,1,50,1
50,1,13,11,4,1,40,1
77,1,9,0,4,0,10,0
27,1,11,6,4,1,60,0
29,2,9,1,4,1,60,0
54,1,1,1,1,1,40,0
39,0,10,8,2,0,37,0
32,1,10,11,4,1,50,0
36,0,13,8,1,1,40,0
24,0,13,8,4,0,20,0
50,2,14,10,4,1,45,1
32,2,9,3,4,1,65,0
26,1,13,2,4,0,40,0
38,1,11,8,4,1,42,0
47,1,13,1,2,0,40,0
31,1,10,2,4,1,40,1
38,1,9,1,4,1,55,0
50,1,10,10,4,1,40,1
18,1,7,4,4,1,40,0
59,2,14,10,4,1,40,0
56,2,10,1,4,1,50,1
34,1,9,0,4,1,50,0
32,1,13,8,4,1,40,0
29,1,13,6,4,1,35,0
42,1,13,11,4,1,45,1
37,1,10,6,2,0,40,0
36,1,9,2,4,0,40,0
59,1,14,2,4,0,40,1
32,1,13,10,4,1,50,1
52,0,9,9,4,1,56,1
29,0,9,6,1,1,40,0
39,1,15,8,4,0,35,1
39,1,10,0,4,1,40,0
69,1,13,2,4,0,15,0
43,1,9,6,4,0,35,0
39,1,11,1,4,1,48,0
19,1,10,6,4,0,30,0
60,0,11,2,4,1,60,1
51,1,9,5,2,1,40,0
75,1,10,8,4,0,8,0
37,0,11,8,2,0,40,0
24,0,10,0,1,1,40,0
20,1,7,6,2,1,20,0
58,0,9,12,4,1,70,0
21,0,14,12,4,1,15,0
28,1,9,9,4,1,40,0
40,1,6,5,4,1,40,0
45,2,9,12,4,1,50,0
40,2,15,8,4,0,40,1
41,1,10,1,4,0,40,0
58,1,9,2,4,0,40,0
44,0,11,1,4,1,40,1
26,1,9,10,4,1,65,0
29,1,12,10,4,1,45,0
45,1,14,8,4,0,40,0
23,1,12,6,4,1,40,0
39,0,9,0,4,0,40,0
45,2,16,8,4,1,40,1
51,0,14,8,4,1,40,1
22,1,9,4,4,1,40,0
28,1,9,0,4,1,40,0
23,1,10,6,4,0,25,0
33,1,9,6,2,1,35,0
37,1,11,11,4,1,43,0
19,1,10,0,4,0,40,0
35,1,7,3,4,1,40,0
62,1,4,11,4,0,38,0
25,1,9,6,4,1,40,0
21,1,9,1,4,1,40,0
32,1,10,6,4,1,35,0
32,0,13,8,4,0,45,0
70,0,9,0,4,0,12,0
57,1,7,1,4,1,40,0
31,1,10,1,4,1,40,0
37,1,13,2,4,1,60,1
34,1,9,6,4,0,36,0
26,2,10,3,4,1,78,0
44,1,10,10,4,1,48,0
66,1,4,1,4,1,40,0
39,0,9,1,4,0,40,0
31,1,9,5,4,1,40,1
53,1,11,11,4,1,40,1
36,1,9,5,4,0,50,0
61,1,5,1,4,1,40,0
43,1,13,10,4,1,40,1
38,1,10,2,4,1,40,0
26,1,9,0,4,1,50,0
27,1,9,4,0,1,8,0
58,0,5,6,4,0,40,0
37,0,9,0,4,0,12,0
56,1,4,1,4,1,26,0
36,1,10,2,4,1,60,1
29,1,9,1,2,1,40,0
28,1,6,12,4,1,30,0
61,2,16,8,4,1,40,1
66,2,5,3,4,1,25,1
31,1,10,3,4,1,50,1
21,1,12,6,4,0,40,0
67,2,9,12,4,1,58,1
26,1,9,12,4,1,40,0
21,1,10,1,4,1,50,0
33,1,9,5,4,1,40,0
33,1,9,6,4,0,32,0
59,0,13,2,4,1,50,1
82,2,4,3,4,1,50,0
34,0,16,8,4,0,50,1
29,1,13,2,4,1,50,1
19,1,10,6,4,0,40,0
57,2,9,2,4,1,1,0
41,1,10,2,4,1,50,1
55,1,6,6,2,1,40,0
27,1,10,4,2,1,40,0
33,1,9,1,4,1,45,0
43,0,10,0,2,1,50,1
72,0,10,11,4,0,16,0
68,2,9,10,4,1,40,0
29,1,9,0,4,0,40,0
41,1,13,8,4,1,60,0
30,1,9,9,4,1,40,0
31,1,13,6,1,1,70,1
54,1,3,6,2,0,30,0
32,1,12,2,4,0,50,1
56,1,9,10,4,0,40,0
41,0,11,8,4,1,35,1
48,1,9,0,4,0,40,0
66,2,4,3,4,1,48,0
25,2,13,10,4,0,50,0
31,1,9,5,4,1,40,0
32,1,12,10,4,1,48,0
51,1,13,2,4,1,40,1
42,1,9,0,2,0,40,0
31,1,15,8,4,1,60,1
43,2,9,2,4,0,40,0
42,1,10,12,2,0,40,0
20,0,9,6,3,1,40,0
40,1,13,8,4,1,40,1
65,1,9,0,4,0,20,0
53,1,13,8,4,1,52,1
56,1,10,1,4,1,60,1
51,0,16,2,4,1,55,1
44,1,14,2,4,1,50,1
49,2,9,2,4,1,60,1
47,1,9,1,2,1,44,1
22,1,12,8,4,0,40,0
53,1,10,1,4,1,45,1
41,0,10,9,4,1,20,0
19,1,9,0,4,1,40,0
27,0,13,8,0,0,43,0
48,2,11,2,4,0,25,1
52,1,4,6,4,0,7,0
61,0,15,8,4,1,40,1
45,2,13,2,1,1,45,1
29,1,5,5,4,1,40,0
41,1,10,6,4,1,21,0
38,1,10,2,2,1,60,0
32,1,10,8,4,0,40,1
37,1,9,6,4,1,40,0
55,1,6,5,4,1,40,0
62,0,9,12,4,1,40,0
48,1,9,5,4,1,40,0
43,1,10,2,4,1,50,1
25,1,9,10,2,1,24,0
47,1,9,6,4,0,40,0
49,2,13,3,4,1,70,0
55,1,9,6,4,1,40,0
42,1,9,0,4,0,40,0
40,1,9,0,4,1,40,0
34,1,11,2,4,1,40,0
38,1,9,10,4,0,10,0
39,1,9,1,4,1,40,1
45,1,12,1,4,0,55,0
43,1,12,10,4,1,40,0
32,0,9,2,2,0,40,0
18,1,10,6,4,0,20,0
27,1,14,8,4,1,40,0
57,1,12,11,4,0,40,0
38,1,9,0,4,0,60,0
67,1,13,8,4,1,40,1
26,1,7,6,4,0,20,0
21,1,9,5,4,1,40,0
17,1,6,6,4,1,15,0
31,1,9,1,4,1,40,0
51,2,12,10,2,1,30,0
29,1,13,2,4,1,40,1
28,1,13,1,4,1,40,1
32,1,12,8,4,1,45,1
31,0,10,9,4,1,45,0
26,1,10,4,4,1,40,1
28,0,13,8,4,0,40,0
40,1,14,8,4,0,40,0
51,1,4,4,4,1,19,0
62,1,10,12,2,1,20,0
54,1,6,5,4,1,60,0
55,1,9,6,4,0,16,0
24,1,9,4,4,1,20,0
27,1,14,0,4,1,45,0
18,1,9,12,4,1,30,0
22,1,13,8,0,0,40,1
21,1,9,10,4,0,40,0
44,2,10,10,1,1,80,1
38,1,13,8,4,1,40,1
39,1,13,8,4,1,50,1
27,1,9,1,4,1,40,0
35,1,7,1,2,1,40,0
51,1,10,1,4,1,60,1
60,1,10,6,4,1,40,0
38,1,9,5,4,1,40,0
37,1,10,4,2,1,35,0
43,1,10,0,4,0,40,0
49,0,10,0,4,0,50,0
17,1,6,6,4,0,25,0
32,1,9,6,4,1,60,0
23,1,13,8,4,0,38,0
28,1,13,8,4,1,40,1
83,2,13,2,4,1,55,1
25,1,13,0,4,0,40,0
42,1,13,2,4,1,60,0
