,age,employment-type,education-num,occupation,race,sex,weekly-hours,compensation
19728,23,1,8,6,4,1,40,0
19729,23,1,9,1,4,1,40,0
19730,52,1,8,1,4,1,40,0
19731,49,1,8,1,4,1,40,1
19732,20,1,9,1,4,1,40,0
19733,20,1,8,6,4,0,20,0
19734,23,0,8,6,4,0,45,0
19735,30,1,9,1,4,1,65,0
19736,45,1,8,4,4,1,48,1
19737,30,1,14,6,4,1,35,0
19738,17,1,4,6,4,0,20,0
19739,22,1,8,10,4,1,40,0
19740,25,1,12,4,4,1,40,0
19741,52,1,9,2,4,1,55,1
19742,40,1,9,11,4,0,40,1
19743,58,1,8,2,4,1,45,0
19744,30,1,8,1,4,1,50,0
19745,59,1,5,4,4,1,40,0
19746,29,1,9,6,2,0,30,0
19747,26,1,10,8,4,0,40,0
19748,39,0,12,8,1,0,10,0
19749,33,1,12,2,4,1,50,1
19750,22,1,9,10,4,1,24,0
19751,25,1,9,1,4,1,40,0
19752,44,1,9,8,2,0,40,0
19753,35,1,8,10,4,0,40,0
19754,40,1,8,4,4,1,40,0
19755,19,1,6,0,4,0,20,0
19756,37,1,8,1,4,1,35,1
19757,32,1,10,11,4,1,40,0
19758,52,2,8,12,4,1,65,0
19759,36,1,8,1,4,1,41,0
19760,38,1,9,1,4,0,40,0
19761,57,0,12,5,2,1,39,0
19762,22,0,9,0,4,0,15,0
19763,20,1,9,0,4,0,35,0
19764,40,1,6,5,2,1,36,0
19765,36,2,12,3,4,1,50,0
19766,27,1,8,0,4,0,40,0
19767,52,1,8,0,4,0,50,0
19768,43,1,8,12,4,0,44,0
19769,35,1,8,12,4,1,40,0
19770,29,1,8,3,2,1,40,0
19771,27,1,9,5,4,1,40,0
19772,49,0,13,2,4,1,40,1
19773,26,2,9,1,4,1,30,0
19774,47,1,8,6,4,1,32,0
19775,20,1,9,0,4,0,40,0
19776,19,1,8,4,4,1,40,0
19777,34,1,13,8,4,1,50,0
19778,20,1,8,0,4,0,40,0
19779,23,1,6,8,4,1,35,0
19780,25,1,12,10,4,1,40,0
19781,21,1,8,4,4,1,36,0
19782,25,1,8,5,4,1,40,0
19783,63,0,9,9,4,1,32,0
19784,25,1,12,11,4,0,50,0
19785,28,1,8,5,4,0,40,0
19786,39,1,13,8,4,1,60,1
19787,28,1,9,11,4,0,40,0
19788,30,1,12,2,4,1,45,1
19789,41,0,10,8,4,0,40,0
19790,52,0,11,6,4,0,30,0
19791,36,1,8,1,4,1,40,0
19792,47,1,12,2,4,1,40,1
19793,27,1,4,6,4,1,50,0
19794,32,0,9,11,4,0,40,0
19795,52,1,8,10,4,1,45,1
19796,50,1,8,12,4,1,70,0
19797,21,1,9,0,4,1,30,0
19798,60,1,8,0,4,0,37,0
19799,47,1,6,6,0,1,36,0
19800,54,2,8,3,4,1,60,1
19801,32,0,13,8,4,1,50,0
19802,61,1,9,10,4,1,40,0
19803,21,1,8,1,4,1,40,0
19804,29,2,9,2,4,1,45,1
19805,36,0,8,6,2,0,70,0
19806,38,0,8,12,4,1,20,0
19807,59,1,5,5,4,1,52,0
19808,43,1,9,0,4,1,40,0
19809,19,1,6,5,4,1,10,0
19810,42,1,12,8,4,1,40,0
19811,33,1,9,2,4,1,45,0
19812,47,1,8,6,2,0,40,0
19813,51,1,8,2,4,1,40,1
19814,28,1,9,10,4,1,40,0
19815,61,1,9,0,4,0,43,0
19816,23,1,12,8,4,0,60,0
19817,31,1,4,1,4,1,40,0
19818,38,2,6,2,4,1,55,0
19819,21,1,4,4,4,1,40,0
19820,22,1,8,1,4,1,50,0
19821,35,1,13,8,4,1,40,1
19822,53,0,12,2,4,1,48,1
19823,40,1,8,2,4,0,24,1
19824,36,1,8,0,4,1,50,1
19825,33,2,8,12,4,1,65,0
19826,23,1,8,0,4,0,50,0
19827,51,0,8,1,4,1,40,1
19828,31,1,8,10,4,1,48,0
19829,28,0,8,0,4,0,40,0
19830,26,2,12,10,4,1,40,0
19831,32,1,12,9,2,1,60,1
19832,43,1,12,8,4,1,45,1
19833,19,1,8,6,4,0,50,0
19834,46,1,6,4,2,0,40,0
19835,49,0,15,8,4,1,45,1
19836,31,1,5,6,4,0,40,0
19837,45,1,12,2,4,1,40,1
19838,41,1,2,3,4,1,40,0
19839,22,1,9,6,4,0,15,0
19840,25,1,12,8,4,0,40,0
19841,46,1,14,8,4,1,50,1
19842,44,2,9,1,4,1,40,0
19843,25,1,8,5,4,1,40,0
19844,30,1,12,2,4,1,40,0
19845,54,1,12,2,4,1,60,1
19846,34,1,12,1,4,1,45,1
19847,30,1,12,8,4,1,55,1
19848,21,1,10,2,4,0,60,0
19849,27,1,12,8,4,0,40,0
19850,29,1,9,1,4,1,40,0
19851,60,2,9,2,4,1,40,1
19852,36,2,13,3,4,1,70,0
19853,27,1,13,10,4,0,40,0
19854,57,2,9,6,4,1,48,0
19855,24,1,1,6,1,0,5,0
19856,63,1,9,1,4,1,22,0
19857,29,1,12,9,4,1,40,1
19858,34,1,12,2,4,1,40,0
19859,27,1,8,6,4,1,40,0
19860,31,1,10,11,4,0,40,0
19861,31,1,12,1,4,1,40,0
19862,55,1,9,0,4,0,20,0
19863,64,0,8,1,4,1,99,0
19864,20,1,8,10,2,0,35,0
19865,44,2,8,3,4,1,60,1
19866,35,1,6,12,4,1,50,0
19867,41,0,9,2,4,0,40,0
19868,38,1,9,2,2,0,40,0
19869,21,1,9,5,4,1,40,0
19870,64,0,12,1,4,1,45,1
19871,42,1,3,4,2,1,40,0
19872,31,1,9,2,4,1,50,1
19873,42,2,11,12,4,1,50,0
19874,35,1,11,6,4,0,35,1
19875,36,0,9,2,2,0,40,1
19876,23,1,7,5,4,1,30,0
19877,20,1,9,0,4,1,14,0
19878,26,0,12,8,2,0,40,0
19879,56,0,12,12,2,1,65,0
19880,40,1,11,6,4,0,40,0
19881,19,1,6,4,4,1,24,0
19882,33,1,8,5,2,0,40,0
19883,45,0,11,0,4,1,40,0
19884,41,1,8,8,4,1,43,1
19885,29,1,8,6,4,1,40,0
19886,46,0,13,8,4,0,45,1
19887,48,1,11,12,4,1,45,0
19888,38,1,8,10,4,1,45,0
19889,29,1,9,0,2,0,40,0
19890,35,1,8,1,4,1,40,0
19891,59,0,12,9,2,1,30,0
19892,27,1,8,6,4,1,40,0
19893,43,1,9,4,4,1,40,1
19894,70,1,12,2,4,1,20,0
19895,30,1,8,5,4,1,45,0
19896,24,1,9,12,4,1,40,1
19897,76,0,8,9,4,1,15,0
19898,25,1,8,1,4,1,40,0
19899,39,1,11,6,4,0,56,0
19900,36,0,12,8,2,0,40,0
19901,23,1,7,5,4,0,40,0
19902,60,1,3,5,4,0,40,0
19903,54,1,1,1,2,1,40,1
19904,20,1,9,10,4,0,40,0
19905,22,0,8,0,4,1,40,0
19906,24,1,12,8,4,0,20,0
19907,41,1,8,1,4,1,40,0
19908,35,1,9,1,4,1,40,0
19909,23,1,2,4,4,1,55,0
19910,54,0,15,2,4,1,50,1
19911,17,1,6,4,4,1,16,0
19912,43,1,8,0,4,0,40,0
19913,33,1,7,1,4,1,42,0
19914,30,1,14,8,1,0,40,0
19915,38,0,9,0,4,1,40,1
19916,54,2,8,6,2,1,45,0
19917,39,1,8,5,2,0,52,0
19918,32,1,9,11,0,1,40,0
19919,61,0,3,0,4,1,40,0
19920,22,1,12,2,4,1,40,0
19921,34,1,8,6,4,1,40,1
19922,18,1,5,7,2,0,20,0
19923,20,1,8,1,4,1,25,0
19924,53,0,8,11,4,1,40,0
19925,32,1,9,0,4,0,40,0
19926,68,2,9,6,4,1,30,0
19927,28,1,9,6,4,0,15,0
19928,28,1,9,12,4,1,40,0
19929,54,1,9,8,2,1,56,1
19930,52,1,12,2,4,0,40,0
19931,25,1,9,1,4,1,40,0
19932,30,1,13,8,1,1,50,1
19933,33,1,9,6,4,1,32,0
19934,49,1,12,11,1,0,40,0
19935,58,1,3,6,3,0,30,0
19936,45,1,10,8,4,1,24,1
19937,67,1,3,12,2,1,40,0
19938,42,0,12,8,4,1,50,0
19939,69,2,8,6,4,1,40,1
19940,61,1,8,2,4,0,40,0
19941,34,1,9,1,4,1,40,0
19942,28,1,9,1,4,1,45,0
19943,19,1,8,5,4,0,34,0
19944,31,2,9,1,4,1,40,0
19945,32,0,9,2,4,1,40,0
19946,53,1,11,2,4,0,60,0
19947,46,1,8,0,4,0,37,0
19948,43,2,3,3,4,1,40,0
19949,39,1,9,3,4,1,99,1
19950,59,1,3,12,4,1,40,0
19951,19,1,9,10,4,0,38,0
19952,40,1,9,5,4,1,40,1
19953,63,2,5,3,4,1,50,0
19954,46,1,9,10,4,0,40,0
19955,22,1,5,5,4,1,40,0
19956,36,1,11,8,4,1,45,0
19957,57,1,9,1,4,1,40,1
19958,58,1,8,6,4,1,25,0
19959,59,1,9,12,4,1,35,1
19960,36,1,8,1,4,1,45,0
19961,29,1,13,2,4,1,45,0
19962,49,2,12,8,4,1,45,0
19963,42,1,11,10,4,1,55,1
19964,43,0,9,12,4,1,17,0
19965,46,1,8,2,4,1,40,0
19966,43,0,9,2,4,0,12,0
19967,40,1,11,12,4,0,40,0
19968,43,1,7,12,4,1,40,0
19969,48,1,8,0,4,0,32,0
19970,26,1,8,4,2,1,28,0
19971,30,1,10,0,4,0,35,0
19972,58,1,9,10,4,1,40,1
19973,43,1,8,3,2,1,40,0
19974,53,0,8,6,2,1,40,0
19975,74,0,9,10,4,1,16,0
19976,45,1,12,8,4,1,40,1
19977,32,0,2,5,4,0,10,0
19978,38,1,9,10,4,0,40,1
19979,42,2,12,10,4,1,40,1
19980,24,0,9,9,3,1,40,0
19981,63,1,8,10,4,1,35,0
19982,25,0,9,0,2,0,35,0
19983,37,1,9,1,2,1,40,0
19984,28,2,8,1,4,1,40,0
19985,31,1,9,6,4,1,40,0
19986,46,1,14,8,4,1,50,1
19987,44,1,12,10,4,1,44,1
19988,42,0,13,8,4,0,40,1
19989,45,1,15,2,4,1,40,1
19990,52,1,12,10,4,1,60,0
19991,40,1,12,2,4,1,40,1
19992,26,1,8,10,4,1,40,0
19993,55,1,12,1,4,1,40,0
19994,17,1,5,6,4,0,14,0
19995,27,1,9,6,4,1,40,0
19996,71,2,9,2,4,1,50,1
19997,35,1,12,8,4,1,50,0
19998,17,1,5,6,4,1,16,0
19999,26,1,8,12,4,1,52,1
20000,22,1,9,5,4,0,35,0
20001,51,1,12,2,4,1,60,1
20002,33,1,9,1,4,1,40,0
20003,41,0,11,2,2,1,50,1
20004,50,1,13,2,4,1,50,1
20005,26,1,8,0,4,0,40,0
20006,21,1,8,4,2,0,40,0
20007,53,1,8,5,4,1,40,1
20008,32,2,8,2,4,1,40,1
20009,19,1,9,10,4,0,20,0
20010,22,1,12,0,4,0,35,0
20011,58,1,8,2,4,1,60,1
20012,47,0,12,2,4,1,60,1
20013,51,2,9,2,4,1,45,1
20014,42,0,12,2,4,1,48,1
20015,28,1,12,2,4,1,40,0
20016,29,1,8,0,1,0,35,0
20017,50,1,8,2,4,1,50,1
20018,22,1,9,6,4,0,30,0
20019,47,2,9,6,4,0,45,0
20020,60,1,9,10,4,0,27,0
20021,46,2,8,10,4,0,40,1
20022,58,2,12,8,4,1,60,1
20023,62,1,9,0,4,0,40,0
20024,47,1,13,8,4,1,40,1
20025,59,1,8,5,4,0,40,0
20026,41,1,8,6,4,0,40,0
20027,31,1,8,0,4,0,37,0
20028,18,1,8,0,4,0,40,0
20029,64,2,8,1,4,1,50,0
20030,51,2,8,12,4,1,65,0
20031,47,2,12,10,4,1,35,0
20032,68,1,12,10,4,1,35,1
20033,32,1,8,6,3,0,40,0
20034,39,1,4,4,4,1,43,0
20035,37,1,11,2,4,0,48,0
20036,29,1,8,6,4,0,40,0
20037,44,1,8,3,3,1,40,0
20038,46,1,14,8,4,1,40,1
20039,40,2,4,1,4,1,40,1
20040,52,0,12,0,4,0,40,1
20041,40,1,12,2,4,1,40,1
20042,61,1,4,6,4,1,40,0
20043,30,1,8,2,4,1,50,0
20044,61,2,6,6,4,1,40,0
20045,33,1,10,12,4,1,84,1
20046,32,0,12,8,4,1,65,1
20047,32,1,11,0,4,0,40,0
20048,32,2,12,8,4,1,35,1
20049,37,1,8,10,4,1,40,0
20050,53,1,6,1,4,1,45,0
20051,51,2,13,10,4,1,40,1
20052,29,1,10,10,2,1,45,0
20053,48,1,8,5,4,1,40,0
20054,69,1,8,12,4,1,40,1
20055,28,1,13,11,4,0,40,0
20056,55,0,12,8,4,0,40,1
20057,45,1,10,1,4,1,40,1
20058,18,1,9,6,4,0,20,0
20059,60,1,3,1,4,1,40,0
20060,38,1,8,5,4,1,40,0
20061,19,1,9,0,4,1,10,0
20062,18,1,6,1,4,1,25,0
20063,33,1,9,6,4,1,40,0
20064,33,1,9,11,4,0,40,0
20065,29,1,13,8,4,0,45,0
20066,37,1,9,10,4,1,45,0
20067,50,1,8,12,4,1,50,1
20068,28,1,5,0,4,0,35,0
20069,23,1,9,6,4,0,35,0
20070,47,1,3,1,4,1,40,0
20071,21,1,9,11,4,1,35,0
20072,19,1,9,6,4,0,12,0
20073,47,0,12,8,4,0,50,1
20074,36,0,13,8,4,1,40,1
20075,62,2,12,3,4,1,60,1
20076,65,1,8,11,4,1,40,1
20077,46,2,14,8,4,1,45,1
20078,35,1,6,1,4,1,40,0
20079,50,1,4,5,4,1,40,0
20080,20,1,9,10,4,0,6,0
20081,17,1,6,0,4,0,16,0
20082,33,1,9,1,4,1,40,0
20083,53,2,12,8,4,1,50,0
20084,47,2,12,10,4,1,40,1
20085,62,2,13,10,4,1,35,0
20086,35,1,8,6,2,1,40,0
20087,27,1,12,0,4,0,43,0
20088,23,1,8,11,4,1,50,0
20089,27,1,13,8,4,0,45,0
20090,39,1,10,0,4,0,40,0
20091,25,1,12,0,2,0,38,0
20092,24,1,9,2,2,0,20,0
20093,23,1,8,6,4,1,40,0
20094,29,1,12,8,4,0,35,1
20095,30,1,12,8,4,0,38,0
20096,34,1,8,1,4,1,45,0
20097,32,1,5,1,4,0,40,0
20098,18,1,6,6,2,1,23,0
20099,20,1,10,10,2,0,35,0
20100,38,0,12,8,4,1,45,1
20101,18,1,7,6,4,0,20,0
20102,41,1,4,1,4,1,40,0
20103,21,1,10,6,4,0,50,0
20104,36,0,8,9,4,1,48,1
20105,61,1,9,6,4,0,30,0
20106,30,1,9,5,4,1,48,0
20107,26,1,9,0,4,1,40,1
20108,27,1,12,11,4,0,40,1
20109,45,1,8,5,4,1,45,1
20110,47,1,8,0,4,0,38,0
20111,19,1,9,0,4,0,10,0
20112,29,1,8,0,4,0,55,0
20113,51,2,8,2,4,1,70,1
20114,34,0,11,8,4,1,60,0
20115,42,2,8,10,4,1,45,0
20116,26,1,2,3,2,1,40,0
20117,20,0,9,4,4,1,15,0
20118,43,1,11,8,4,1,50,1
20119,20,1,9,6,4,0,20,0
20120,27,1,8,2,4,1,50,0
20121,46,0,9,1,4,1,40,1
20122,39,1,8,12,4,1,40,0
20123,33,1,9,0,4,1,49,0
20124,42,1,10,0,4,1,32,0
20125,23,1,8,0,4,1,25,0
20126,29,1,12,2,4,0,42,1
20127,27,1,8,12,4,1,60,0
20128,43,2,8,1,4,1,35,0
20129,23,1,9,4,4,1,40,0
20130,40,0,13,8,4,0,44,0
20131,35,0,9,9,4,1,61,1
20132,30,1,8,10,4,1,40,0
20133,59,1,6,12,0,1,40,0
20134,65,2,9,2,4,1,40,0
20135,28,1,13,8,4,1,60,0
20136,79,1,12,10,4,1,40,0
20137,43,0,13,8,2,0,35,1
20138,54,1,3,5,4,1,40,0
20139,27,1,8,4,4,1,62,0
20140,30,1,12,8,4,1,35,1
20141,34,1,8,6,4,0,65,0
20142,18,1,6,8,4,1,3,0
20143,40,2,10,8,4,0,15,1
20144,28,1,4,10,4,1,40,0
20145,18,1,8,0,4,0,40,0
20146,46,1,9,1,4,1,40,0
20147,23,1,8,0,4,0,35,0
20148,41,0,13,2,4,1,40,1
20149,48,1,9,2,4,1,50,1
20150,29,1,12,8,4,1,50,0
20151,41,1,6,4,4,0,40,0
20152,41,1,4,6,4,1,40,0
20153,34,1,11,8,4,1,55,0
20154,49,2,11,10,4,1,50,0
20155,49,1,8,10,4,1,50,0
20156,30,1,8,4,4,1,40,0
20157,28,1,12,10,4,1,40,0
20158,62,0,12,2,4,1,40,0
20159,41,1,9,8,4,1,52,0
20160,20,1,9,1,4,1,40,0
20161,61,1,0,6,1,1,40,0
20162,30,1,12,11,4,1,60,0
20163,29,0,14,8,4,0,55,0
20164,50,1,13,10,4,0,45,0
20165,44,0,8,1,4,1,40,1
20166,25,1,12,8,4,1,45,1
20167,62,1,10,10,4,0,40,0
20168,57,1,9,5,4,0,40,0
20169,35,1,12,2,4,1,45,0
20170,26,1,12,10,4,0,40,0
20171,60,1,3,5,4,0,40,0
20172,22,1,9,1,4,1,40,0
20173,62,0,13,8,4,0,50,0
20174,26,1,8,1,4,1,40,0
20175,26,1,9,0,4,1,20,0
20176,44,1,12,10,4,1,40,1
20177,32,1,12,2,4,1,40,0
20178,66,2,12,10,4,1,50,0
20179,24,1,0,5,4,0,30,0
20180,19,1,9,6,4,1,25,0
20181,54,2,12,2,4,1,50,1
20182,37,1,8,5,4,1,40,0
20183,38,1,12,2,4,1,50,1
20184,37,2,12,12,4,1,50,0
20185,34,1,9,10,4,1,25,0
20186,35,2,8,1,0,1,15,0
20187,42,0,13,8,4,1,40,0
20188,47,0,12,2,4,0,40,1
20189,29,2,12,8,4,0,80,0
20190,34,1,8,11,4,1,40,0
20191,38,2,12,8,4,1,70,1
20192,62,2,8,2,2,1,40,0
20193,35,1,8,1,4,1,40,0
20194,37,1,8,0,4,0,40,0
20195,47,1,8,3,4,1,40,0
20196,37,1,9,1,4,1,40,0
20197,22,1,10,7,4,0,30,0
20198,60,2,6,12,4,1,40,1
20199,31,1,9,1,4,1,40,0
20200,63,1,8,1,4,1,40,0
20201,30,1,6,5,4,1,40,0
20202,40,2,14,8,4,1,40,1
20203,35,2,9,6,4,1,60,0
20204,50,0,9,1,4,1,40,0
20205,18,1,9,10,4,0,10,0
20206,33,1,10,9,4,1,40,0
20207,59,2,3,3,4,1,70,0
20208,17,1,6,6,4,1,20,0
20209,47,1,8,12,0,1,40,1
20210,26,1,12,8,4,1,40,0
20211,32,0,9,9,4,0,40,1
20212,55,1,8,1,4,1,40,0
20213,36,0,9,11,2,0,40,0
20214,54,1,8,0,4,1,40,1
20215,32,1,13,2,4,0,45,1
20216,52,0,15,2,4,1,40,1
20217,39,1,8,10,2,0,28,0
20218,39,0,8,2,4,0,45,0
20219,59,2,8,2,4,1,50,1
20220,55,0,12,8,4,1,40,0
20221,54,2,8,12,4,1,60,1
20222,31,1,8,6,4,1,40,0
20223,30,1,8,0,0,0,40,0
20224,47,0,12,2,4,0,40,0
20225,31,1,11,2,4,1,40,0
20226,32,2,12,1,1,1,47,0
20227,33,1,10,5,2,0,40,0
20228,31,1,8,1,4,1,40,0
20229,32,1,8,5,4,1,40,0
20230,46,1,8,6,4,1,35,0
20231,29,1,8,6,4,0,20,0
20232,41,0,8,12,2,1,40,0
20233,39,1,8,2,4,1,60,1
20234,34,1,8,0,4,0,20,1
20235,23,1,12,0,2,1,24,0
20236,53,2,13,10,4,1,65,1
20237,45,2,8,1,1,1,40,0
20238,47,1,8,10,4,0,40,0
20239,42,1,13,11,2,0,35,1
20240,53,1,9,5,4,1,40,0
20241,38,2,8,10,4,1,55,0
20242,26,1,8,12,4,1,70,0
20243,18,1,6,4,4,1,20,0
20244,43,1,5,6,2,0,40,0
20245,26,1,12,0,2,0,32,0
20246,47,1,12,0,4,0,40,0
20247,26,1,10,1,4,1,65,1
20248,32,0,9,9,4,0,38,0
20249,48,2,15,8,4,1,55,1
20250,39,1,13,2,2,0,60,1
20251,58,2,12,8,4,1,40,0
20252,55,2,3,6,4,0,60,0
20253,40,1,8,3,4,1,55,0
20254,33,1,8,1,4,1,40,0
20255,74,2,15,8,4,1,25,1
20256,49,2,8,3,4,1,55,0
20257,56,2,6,6,4,0,65,1
20258,29,1,12,8,4,0,40,1
20259,25,1,11,5,2,1,48,0
20260,57,1,7,0,2,1,40,0
20261,29,1,8,8,4,1,40,0
20262,28,1,8,1,4,1,40,0
20263,59,1,8,1,4,1,40,1
20264,30,1,12,2,4,1,60,1
20265,19,1,9,6,4,0,20,0
20266,40,1,9,10,2,0,45,0
20267,28,1,9,0,2,0,40,0
20268,20,1,9,11,4,0,10,0
20269,58,1,12,8,4,0,35,1
20270,19,1,9,2,2,1,30,0
20271,24,0,12,8,4,0,30,0
20272,31,1,8,5,4,1,45,0
20273,28,2,8,1,4,1,35,0
20274,41,1,8,1,4,1,45,0
20275,23,0,9,10,4,0,35,0
20276,46,1,8,5,4,1,43,1
20277,33,1,7,1,2,1,40,0
20278,34,1,9,6,4,1,50,0
20279,47,0,12,8,4,1,50,0
20280,81,1,8,2,4,1,26,1
20281,45,1,8,5,3,1,40,0
20282,35,1,8,5,1,1,40,0
20283,59,2,12,8,4,0,50,1
20284,46,0,12,2,4,1,48,1
20285,39,1,8,1,4,1,35,0
20286,23,1,9,5,2,1,40,0
20287,25,1,11,0,4,0,40,0
20288,37,1,1,6,4,1,40,0
20289,49,2,9,2,4,1,50,1
20290,25,1,8,10,4,1,48,0
20291,32,1,12,10,4,1,60,1
20292,34,0,9,1,4,1,40,0
20293,40,1,12,2,4,1,40,1
20294,33,1,8,0,4,0,40,0
20295,31,1,12,11,4,1,43,1
20296,61,1,9,6,4,1,25,0
20297,22,1,8,1,4,1,40,0
20298,29,1,10,1,1,1,40,0
20299,37,1,8,1,2,1,40,0
20300,35,1,6,5,4,0,40,0
20301,52,2,13,2,4,1,60,1
20302,18,1,6,12,4,1,20,0
20303,37,1,5,1,4,1,48,0
20304,46,1,14,8,2,1,40,1
20305,47,0,12,2,4,1,40,1
20306,55,1,12,8,4,1,60,1
20307,32,1,9,0,3,0,40,0
20308,25,2,9,0,4,0,50,0
20309,50,0,8,11,2,0,40,0
20310,18,1,7,4,2,1,20,0
20311,25,1,4,1,4,1,40,0
20312,23,1,12,8,4,0,40,0
20313,47,2,8,3,4,1,65,0
20314,37,1,8,1,4,1,40,0
20315,37,1,9,0,4,0,25,1
20316,27,1,2,1,4,1,40,0
20317,19,1,6,10,4,0,25,0
20318,52,0,7,1,4,1,40,0
20319,25,2,10,6,4,0,45,0
20320,21,1,8,0,4,0,40,0
20321,41,2,10,3,4,1,60,0
20322,55,1,8,1,4,1,40,1
20323,24,1,9,11,4,1,40,0
20324,41,0,12,8,4,1,38,1
20325,23,1,9,10,4,0,35,0
20326,33,1,8,2,4,0,40,0
20327,29,1,12,2,4,0,45,1
20328,50,0,9,0,0,0,40,0
20329,37,2,6,10,4,1,60,0
20330,48,1,10,1,4,1,40,1
20331,19,0,9,0,4,0,10,0
20332,40,1,9,1,4,1,40,0
20333,30,1,8,12,4,0,70,0
20334,65,1,6,6,4,1,20,0
20335,44,0,12,2,2,1,48,0
20336,32,1,12,10,4,1,45,0
20337,41,1,9,10,4,1,65,1
20338,28,1,3,8,4,1,55,0
20339,44,0,10,9,4,1,48,1
20340,39,0,11,6,4,0,55,0
20341,59,1,8,0,4,0,40,0
20342,31,1,13,2,4,1,60,1
20343,34,1,8,5,4,1,40,0
20344,20,1,8,4,4,1,40,0
20345,33,1,12,8,4,1,40,0
20346,52,1,15,8,4,1,65,1
20347,31,1,11,11,4,0,44,0
20348,39,1,8,5,4,1,43,0
20349,35,1,8,2,4,1,45,0
20350,37,2,8,1,4,1,40,0
20351,44,2,14,8,4,1,32,1
20352,28,1,11,10,4,1,65,0
20353,17,1,6,10,4,0,15,0
20354,23,1,12,10,4,0,60,0
20355,35,1,8,12,4,1,80,1
20356,19,1,9,10,4,1,20,0
20357,30,1,8,4,4,1,40,0
20358,27,1,12,0,4,0,40,0
20359,27,1,10,2,4,1,65,1
20360,37,1,8,2,4,1,45,1
20361,44,1,10,8,4,1,50,1
20362,34,1,12,2,4,1,55,1
20363,43,1,8,5,4,0,40,0
20364,41,1,8,12,4,1,40,0
20365,34,2,8,1,4,1,50,0
20366,23,1,9,0,4,1,45,0
20367,51,1,8,0,4,0,20,0
20368,24,1,11,2,4,1,40,0
20369,38,2,8,10,4,0,24,1
20370,24,1,8,12,2,1,40,0
20371,53,2,15,8,4,1,40,1
20372,33,1,9,2,4,1,56,1
20373,24,1,8,1,4,1,40,0
20374,45,1,13,2,2,1,40,1
20375,31,1,6,3,4,1,50,0
20376,38,0,9,12,2,0,47,0
20377,28,1,12,2,4,0,50,1
20378,38,1,10,1,4,1,50,1
20379,25,1,12,2,4,1,50,0
20380,29,1,9,6,4,1,40,0
20381,29,1,8,8,4,0,50,0
20382,48,1,8,12,4,1,50,1
20383,24,1,10,0,1,0,40,0
20384,31,1,8,6,4,0,30,0
20385,36,1,9,2,4,1,45,0
20386,62,1,12,8,4,1,50,1
20387,25,1,12,10,4,0,40,0
20388,55,1,8,0,4,0,40,0
20389,21,1,9,10,4,0,40,0
20390,60,1,4,3,4,1,45,0
20391,41,1,11,1,4,1,40,0
20392,43,0,8,1,4,1,40,0
20393,30,1,8,5,4,1,40,1
20394,47,1,9,8,4,1,40,0
20395,50,1,8,5,4,1,40,0
20396,41,2,8,10,4,1,55,1
20397,23,1,8,1,4,1,40,0
20398,30,1,11,10,4,1,40,0
20399,35,1,8,11,4,0,40,0
20400,25,1,9,8,4,0,35,0
20401,61,1,14,2,4,1,20,0
20402,35,0,8,8,4,0,40,0
20403,35,0,8,8,4,0,40,0
20404,38,1,8,9,4,1,40,0
20405,27,2,10,1,4,1,40,0
20406,51,1,1,6,4,0,35,0
20407,55,2,11,10,4,0,40,0
20408,45,1,12,10,4,1,55,0
20409,33,1,10,0,2,0,40,0
20410,25,0,9,11,2,1,40,0
20411,52,1,15,2,4,1,38,1
20412,46,1,9,5,4,0,17,0
20413,34,1,9,10,4,0,20,0
20414,52,0,12,8,4,1,40,0
20415,47,1,9,6,4,0,40,0
20416,46,1,12,8,2,0,40,0
20417,36,2,9,10,4,1,60,1
20418,34,1,9,2,4,0,40,1
20419,36,1,8,1,4,1,65,0
20420,31,1,8,0,4,1,40,0
20421,31,2,8,6,4,0,40,1
20422,38,0,12,1,4,1,40,0
20423,57,0,9,2,4,0,35,0
20424,24,1,11,10,4,1,20,0
20425,37,1,8,3,4,1,45,0
20426,69,2,9,1,4,1,72,1
20427,39,1,13,8,4,1,40,1
20428,38,1,10,1,4,1,40,0
20429,34,0,8,4,2,1,40,0
20430,21,1,8,10,4,0,40,0
20431,21,1,9,6,4,0,20,0
20432,61,1,8,12,4,1,40,0
20433,35,1,8,0,4,1,45,0
20434,29,1,9,10,2,1,55,0
20435,41,0,8,2,4,1,45,0
20436,42,1,7,1,2,1,60,1
20437,52,1,13,8,4,0,40,1
20438,38,1,7,6,4,0,17,0
20439,51,2,8,3,4,1,50,0
20440,55,1,8,6,1,1,40,0
20441,20,1,9,5,4,0,40,0
20442,23,1,9,2,4,1,40,0
20443,24,1,11,1,4,1,40,0
20444,48,1,12,2,4,1,40,0
20445,22,1,8,6,4,0,40,0
20446,22,0,9,6,4,0,15,0
20447,28,1,9,0,2,0,40,0
20448,28,1,13,10,4,1,45,1
20449,34,1,12,2,4,1,55,1
20450,25,1,8,0,2,1,40,0
20451,48,1,8,1,4,1,50,0
20452,32,0,8,9,4,1,43,0
20453,31,1,4,1,0,1,35,0
20454,56,0,9,0,4,0,35,0
20455,22,2,10,3,0,1,75,0
20456,27,1,12,11,4,1,50,0
20457,27,0,8,0,2,0,40,0
20458,30,0,13,8,4,1,45,0
20459,33,1,9,10,4,0,40,0
20460,50,1,12,8,4,1,43,1
20461,19,1,9,10,4,0,22,0
20462,42,1,8,10,4,1,40,0
